단축코드,한글 종목명
126700,하이비젼시스템
071090,하이스틸 보통주
450050,하이제8호기업인수목적
160190,하이젠알앤엠
221840,하이즈항공
106190,하이텍팜
000080,하이트진로보통주
000140,하이트진로홀딩스보통주
065650,하이퍼코퍼레이션
066130,하츠
004590,한국가구
036460,한국가스공사보통주
039340,한국경제티브이
005430,한국공항보통주
034950,한국기업평가
010040,한국내화보통주
025540,한국단자공업보통주
222980,한국맥널티
010100,한국무브넥스보통주
331660,한국미라클피플사
256840,한국비엔씨
219750,한국비티비
004090,한국석유공업보통주
025550,한국선재
002200,한국수출포장공업보통주
002960,한국쉘석유보통주
017890,한국알콜산업
000240,한국앤컴퍼니보통주
033270,한국유나이티드제약 보통주
080720,한국유니온제약
123890,한국자산신탁보통주
015760,한국전력공사보통주
052690,한국전력기술 보통주
041460,한국전자인증
006200,한국전자홀딩스보통주
101680,한국정밀기계
039740,한국정보공학
053300,한국정보인증
025770,한국정보통신
458610,한국제12호기업인수목적
464440,한국제13호기업인수목적
479880,한국제15호기업인수목적
027970,한국제지보통주
023350,한국종합기술보통주
025890,한국주강보통주
000970,한국주철관공업보통주
104700,한국철강보통주
062970,한국첨단소재
017960,한국카본보통주
023760,한국캐피탈
054040,한국컴퓨터
161890,한국콜마보통주
021650,한국큐빅
161390,한국타이어앤테크놀로지보통주
034830,한국토지신탁보통주
152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권)
071050,한국투자금융지주보통주
007280,한국특강보통주
032300,한국파마
037230,한국팩키지
448900,한국피아이엠
047810,한국항공우주산업보통주
123690,한국화장품보통주
003350,한국화장품제조보통주
030520,한글과컴퓨터
052600,한네트
011500,한농화성보통주
002390,한독보통주
256150,한독크린텍
092460,한라아이엠에스
053690,한미글로벌건축사사무소보통주
042700,한미반도체보통주
008930,한미사이언스보통주
128940,한미약품보통주
452190,한빛레이저
047080,한빛소프트
009240,한샘보통주
452280,한선엔지니어링
020000,한섬보통주
003680,한성기업보통주
066980,한성크린텍
105630,한세실업보통주
069640,한세엠케이보통주
016450,한세예스24홀딩스보통주
010420,한솔PNS보통주
009180,한솔로지스틱스보통주
114810,한솔아이원스
070590,한솔인티큐브
213500,한솔제지보통주
014680,한솔케미칼보통주
004710,한솔테크닉스보통주
004150,한솔홀딩스보통주
025750,한솔홈데코보통주
042520,한스바이오메드
004960,한신공영보통주
011700,한신기계공업보통주
430690,한싹
078350,한양디지텍
045100,한양이엔지
001750,한양증권보통주
018880,한온시스템보통주
009420,한올바이오파마보통주
320000,한울반도체
091440,한울소재과학
276730,한울앤제주
014130,한익스프레스보통주
024740,한일단조공업
005860,한일사료
300720,한일시멘트보통주
002220,한일철강보통주
006390,한일현대시멘트보통주
003300,한일홀딩스보통주
007770,한일화학공업
051600,한전KPS 보통주
130660,한전산업개발보통주
198940,한주라이트메탈
058450,한주에이알티
107640,한중엔시에스
002320,한진보통주
003480,한진중공업홀딩스보통주
180640,한진칼보통주
005110,한창보통주
079170,한창산업
009460,한창제지보통주
372910,한컴라이프케어보통주
054920,한컴위드
457370,한켐
002680,한탑
098070,한텍
452260,한화갤러리아보통주
451800,한화리츠보통주
000880,한화보통주
489790,한화비전보통주
088350,한화생명보험보통주
000370,한화손해보험보통주
009830,한화솔루션보통주
272210,한화시스템보통주
012450,한화에어로스페이스보통주
082740,한화엔진보통주
042660,한화오션보통주
003530,한화투자증권보통주
455310,한화플러스제4호기업인수목적
498390,한화플러스제5호기업인수목적
195870,해성디에스보통주
034810,해성산업
059270,해성에어로보틱스
076610,해성옵틱스
101530,해태제과식품주식회사
220180,핸디소프트
143210,핸즈코퍼레이션보통주
900270,헝셩그룹유한회사
214180,헥토이노베이션
234340,헥토파이낸셜
084990,헬릭스미스
000720,현대건설보통주
170030,현대공업
453340,현대그린푸드보통주
086280,현대글로비스보통주
064350,현대로템보통주
079430,현대리바트보통주
012330,현대모비스보통주
319400,현대무벡스
052260,현대바이오랜드
048410,현대바이오사이언스
069960,현대백화점보통주
004560,현대비앤지스틸보통주
016790,현대사료
004310,현대약품보통주
041440,현대에버다임
187660,현대에이디엠바이오
039010,현대에이치티
017800,현대엘리베이터보통주
307950,현대오토에버보통주
011210,현대위아보통주
090850,현대이지웰
005380,현대자동차보통주
004020,현대제철 보통주
005440,현대지에프홀딩스보통주
001500,현대차증권보통주
011760,현대코퍼레이션보통주
227840,현대코퍼레이션홀딩스보통주
126560,현대퓨처넷보통주
001450,현대해상화재보험보통주
057050,현대홈쇼핑보통주
460930,현대힘스
092300,현우산업
138360,협진
308100,형지글로벌
011080,형지아이앤씨
093240,형지엘리트보통주
003010,혜인보통주
111110,호전실업보통주
008770,호텔신라보통주
064240,홈캐스트
039610,화성밸브
378850,화승알앤에이보통주
241590,화승엔터프라이즈보통주
006060,화승인더스트리보통주
013520,화승코퍼레이션보통주
010690,화신보통주
126640,화신정공
133820,화인베스틸보통주
127980,화인써키트
061250,화일약품
010660,화천기계보통주
000850,화천기공보통주
016580,환인제약보통주
032560,황금에스티보통주
004800,효성보통주
094280,효성아이티엑스 보통주
097870,효성오앤비
298040,효성중공업보통주
298020,효성티앤씨보통주
298000,효성화학보통주
093370,후성 보통주
290270,휴네시온
005870,휴니드테크놀러지스보통주
353190,휴럼
090710,휴림로봇
078590,휴림에이텍
205470,휴마시스
115160,휴맥스
028080,휴맥스홀딩스
175140,휴먼테크놀로지
200670,휴메딕스
079980,휴비스보통주
065510,휴비츠
005010,휴스틸보통주
263920,휴엠앤씨
243070,휴온스
084110,휴온스글로벌
145020,휴젤
024060,흥구석유
010240,흥국
189980,흥국에프엔비
000540,흥국화재해상보험보통주
003280,흥아해운보통주
037440,희림종합건축사사무소
238490,힘스
